Date,Aggregate,Delayable,Social,Staple,Work Related
13 Jan 2020,90.74,114.99,88.19,79.83,68.42
14 Jan 2020,89.55,111.77,88.84,78.57,67.93
15 Jan 2020,89.34,110.65,90.23,77.61,68.56
16 Jan 2020,89.52,109.15,91.72,77.95,69.15
17 Jan 2020,89.60,107.71,92.87,78.19,69.89
20 Jan 2020,90.96,108.56,94.70,79.33,72.27
21 Jan 2020,91.27,108.31,95.29,79.79,72.80
22 Jan 2020,91.71,109.04,95.24,80.40,73.22
23 Jan 2020,91.62,109.10,95.03,80.18,73.66
24 Jan 2020,91.31,109.51,93.24,80.33,73.81
27 Jan 2020,94.28,115.89,96.10,81.44,74.24
28 Jan 2020,94.53,116.00,95.62,82.40,74.31
29 Jan 2020,95.20,117.04,95.77,83.40,74.15
30 Jan 2020,94.88,117.05,94.21,83.68,74.24
31 Jan 2020,96.80,119.10,98.12,84.35,74.61
3 Feb 2020,98.09,119.72,98.60,86.81,75.67
4 Feb 2020,98.44,120.83,99.38,86.29,75.96
5 Feb 2020,98.25,120.57,99.53,85.86,75.90
6 Feb 2020,98.61,119.90,101.50,85.87,75.77
7 Feb 2020,98.17,120.55,99.83,85.40,75.88
10 Feb 2020,93.67,114.14,96.00,81.05,74.69
11 Feb 2020,93.27,113.91,95.78,80.65,73.16
12 Feb 2020,93.04,113.24,95.66,80.53,73.46
13 Feb 2020,93.96,115.78,95.68,81.03,73.90
14 Feb 2020,94.54,115.72,95.48,82.87,73.83
17 Feb 2020,94.25,112.20,94.95,85.11,73.90
18 Feb 2020,96.44,114.22,100.11,85.46,74.73
19 Feb 2020,97.35,116.55,101.73,85.02,74.58
20 Feb 2020,97.45,116.49,103.46,84.04,74.48
21 Feb 2020,97.46,117.32,105.49,81.94,74.23
24 Feb 2020,99.24,122.55,107.83,80.96,74.90
25 Feb 2020,96.89,119.38,102.26,80.95,75.66
26 Feb 2020,95.91,117.32,99.56,81.76,76.09
27 Feb 2020,95.28,117.18,97.20,81.79,76.72
28 Feb 2020,95.21,116.51,95.22,83.41,77.57
2 Mar 2020,100.02,123.30,97.35,89.04,81.34
3 Mar 2020,101.12,125.63,97.75,89.68,82.83
4 Mar 2020,102.16,126.58,98.33,91.27,83.38
5 Mar 2020,103.01,128.36,98.02,92.52,83.33
6 Mar 2020,103.41,129.65,98.13,92.66,82.97
9 Mar 2020,100.68,126.75,95.04,90.25,80.56
10 Mar 2020,100.22,126.00,93.90,90.71,79.28
11 Mar 2020,99.76,125.80,93.80,89.83,78.64
12 Mar 2020,99.28,124.45,93.30,90.04,78.17
13 Mar 2020,98.89,124.45,90.38,91.35,77.51
16 Mar 2020,96.83,121.27,80.16,96.44,75.36
17 Mar 2020,96.64,121.10,75.94,99.51,74.36
18 Mar 2020,96.46,120.28,71.87,102.94,73.69
19 Mar 2020,95.26,118.23,65.67,106.16,72.69
20 Mar 2020,93.78,116.39,60.61,107.60,71.69
23 Mar 2020,78.28,94.51,38.97,99.10,66.69
24 Mar 2020,74.00,88.57,36.09,94.76,63.34
25 Mar 2020,67.69,80.07,30.72,88.77,59.50
26 Mar 2020,62.60,72.94,27.98,83.59,53.71
27 Mar 2020,57.47,65.21,25.46,78.43,48.42
30 Mar 2020,47.36,48.66,17.13,72.67,34.62
31 Mar 2020,47.45,48.98,18.80,72.29,30.95
1 Apr 2020,48.83,51.73,18.90,74.62,28.10
2 Apr 2020,49.92,53.16,19.08,76.54,27.65
3 Apr 2020,50.59,54.11,19.33,77.62,27.02
6 Apr 2020,52.52,56.60,23.25,78.18,26.53
7 Apr 2020,51.76,55.71,20.76,78.58,26.84
8 Apr 2020,51.35,56.07,20.21,77.61,26.87
9 Apr 2020,51.85,57.43,20.39,77.85,26.80
14 Apr 2020,48.95,58.29,19.76,69.76,26.44
15 Apr 2020,50.16,58.12,20.27,72.96,25.90
16 Apr 2020,49.51,57.21,20.19,71.88,26.08
17 Apr 2020,50.48,58.09,19.95,74.00,26.47
20 Apr 2020,50.46,58.28,21.41,72.62,26.64
21 Apr 2020,53.70,59.69,20.48,81.20,26.67
22 Apr 2020,53.01,60.29,20.63,78.53,27.53
23 Apr 2020,53.41,60.39,21.20,79.13,27.54
24 Apr 2020,53.87,61.19,21.42,79.48,28.14
27 Apr 2020,56.42,65.09,22.60,82.20,30.18
28 Apr 2020,56.91,65.70,22.86,82.80,30.57
29 Apr 2020,57.60,66.68,23.31,83.59,30.71
30 Apr 2020,58.33,68.24,23.39,84.31,30.93
1 May 2020,59.69,69.82,24.02,86.43,30.84
4 May 2020,60.27,70.84,24.97,86.42,31.21
5 May 2020,61.49,71.91,25.28,88.71,31.42
6 May 2020,61.61,72.30,25.21,88.64,32.03
7 May 2020,61.89,72.74,25.32,88.84,32.75
11 May 2020,60.31,71.61,26.49,84.19,33.76
12 May 2020,60.03,71.20,26.71,83.53,33.87
13 May 2020,59.65,71.36,27.11,82.02,33.96
14 May 2020,59.45,71.42,27.35,81.17,34.28
15 May 2020,60.22,72.23,27.13,82.73,34.76
18 May 2020,61.90,73.05,29.57,84.42,36.69
19 May 2020,61.49,73.39,29.82,82.63,37.62
20 May 2020,62.17,74.04,29.82,83.85,38.27
21 May 2020,62.70,75.05,30.14,84.16,38.82
22 May 2020,63.46,76.36,30.77,84.64,39.56
26 May 2020,64.77,79.22,33.36,83.71,41.19
27 May 2020,66.01,79.31,34.65,85.99,41.53
28 May 2020,66.05,79.08,35.09,85.82,42.06
29 May 2020,66.69,79.43,35.36,87.00,42.51
1 Jun 2020,67.89,80.49,38.09,86.82,44.95
2 Jun 2020,71.27,83.50,36.63,94.41,47.52
3 Jun 2020,71.02,84.48,36.66,92.72,48.55
4 Jun 2020,71.23,83.52,37.56,93.26,48.82
5 Jun 2020,70.89,83.74,38.20,91.71,48.66
8 Jun 2020,72.03,90.14,40.49,88.80,46.44
9 Jun 2020,71.14,90.17,40.51,86.44,45.90
10 Jun 2020,70.63,90.38,40.56,84.92,45.57
11 Jun 2020,71.39,93.96,40.85,84.10,45.50
12 Jun 2020,71.28,93.89,40.74,83.92,45.59
15 Jun 2020,70.80,92.50,41.05,83.04,47.16
16 Jun 2020,71.88,94.76,41.76,83.58,47.98
17 Jun 2020,72.80,96.84,42.43,83.94,48.34
18 Jun 2020,73.30,97.66,42.85,84.27,48.84
19 Jun 2020,74.32,100.19,43.39,84.67,49.28
22 Jun 2020,78.08,108.81,44.32,87.42,51.01
23 Jun 2020,77.99,108.93,44.35,87.03,51.25
24 Jun 2020,78.26,109.86,44.14,87.01,52.08
25 Jun 2020,76.73,107.51,41.16,86.96,51.70
26 Jun 2020,78.91,110.36,45.06,87.26,54.09
29 Jun 2020,81.34,113.62,48.01,88.46,57.30
30 Jun 2020,82.05,114.23,49.22,88.96,57.67
1 Jul 2020,82.97,114.08,50.24,90.77,57.84
2 Jul 2020,84.87,117.24,51.68,92.22,59.21
3 Jul 2020,83.70,117.30,47.69,92.28,58.11
6 Jul 2020,83.03,116.78,48.99,90.07,57.06
7 Jul 2020,82.99,115.71,49.48,90.24,57.69
8 Jul 2020,82.46,116.45,50.00,87.76,57.97
9 Jul 2020,82.47,115.58,52.63,86.42,57.98
10 Jul 2020,81.71,113.36,53.40,85.36,58.10
13 Jul 2020,80.42,107.29,55.08,84.48,60.47
14 Jul 2020,80.18,107.21,55.07,83.80,60.85
15 Jul 2020,79.98,106.04,55.28,83.90,61.12
16 Jul 2020,79.89,106.43,55.11,83.40,61.59
17 Jul 2020,79.87,105.02,56.08,83.49,62.25
20 Jul 2020,79.15,103.68,54.82,83.34,62.85
21 Jul 2020,78.43,102.34,53.56,83.18,63.45
22 Jul 2020,77.37,103.00,51.26,81.41,63.91
23 Jul 2020,75.87,100.69,48.59,80.96,64.31
24 Jul 2020,76.99,102.86,50.14,81.17,64.63
27 Jul 2020,78.38,105.48,51.24,82.29,64.24
28 Jul 2020,79.78,108.10,52.34,83.41,63.85
29 Jul 2020,81.53,107.98,54.96,86.33,63.81
30 Jul 2020,83.67,111.34,58.43,86.96,64.12
31 Jul 2020,83.96,111.68,58.15,87.56,64.83
3 Aug 2020,86.96,115.33,58.78,91.67,68.78
4 Aug 2020,87.29,117.79,59.14,90.19,69.89
5 Aug 2020,86.91,117.18,59.62,89.18,70.15
6 Aug 2020,86.93,116.48,59.76,89.61,70.24
7 Aug 2020,86.75,116.83,59.74,88.91,70.07
10 Aug 2020,84.00,112.68,58.74,85.43,69.15
11 Aug 2020,83.41,111.09,59.10,84.67,69.37
12 Aug 2020,83.25,110.50,59.31,84.39,69.93
13 Aug 2020,82.28,108.66,59.29,83.01,70.30
14 Aug 2020,82.17,108.14,59.56,82.93,70.20
17 Aug 2020,83.22,111.55,60.27,83.09,68.64
18 Aug 2020,83.27,112.47,60.34,82.57,68.14
19 Aug 2020,83.53,113.96,60.35,82.26,67.86
20 Aug 2020,83.85,114.95,61.09,81.87,67.69
21 Aug 2020,83.34,114.40,60.12,81.52,68.08
24 Aug 2020,84.62,116.65,62.38,81.42,68.95
25 Aug 2020,84.99,117.73,62.33,81.56,69.38
26 Aug 2020,84.20,116.31,60.05,82.17,69.46
27 Aug 2020,86.31,120.49,61.70,83.46,70.07
28 Aug 2020,87.84,122.96,63.45,84.40,70.28
1 Sep 2020,92.00,128.68,67.79,87.56,73.17
2 Sep 2020,95.58,134.68,70.40,90.67,74.26
3 Sep 2020,94.43,132.34,69.01,90.38,73.98
4 Sep 2020,93.50,130.03,68.67,89.88,73.79
7 Sep 2020,90.79,121.34,70.24,87.73,73.65
8 Sep 2020,90.09,123.52,65.53,88.18,72.04
9 Sep 2020,87.00,117.33,65.60,84.47,71.17
10 Sep 2020,85.95,114.36,65.24,83.98,71.54
11 Sep 2020,85.34,113.33,64.83,83.34,71.72
14 Sep 2020,86.48,118.82,64.58,82.39,72.41
15 Sep 2020,84.13,110.58,64.15,82.29,72.94
16 Sep 2020,83.88,109.64,64.10,82.23,73.45
17 Sep 2020,84.24,110.60,64.70,82.14,73.08
18 Sep 2020,83.02,108.77,62.35,81.99,72.94
21 Sep 2020,84.92,113.07,64.37,82.70,71.88
22 Sep 2020,84.28,111.76,63.87,82.45,71.22
23 Sep 2020,84.73,113.41,63.25,83.11,70.49
24 Sep 2020,84.27,112.75,62.00,83.44,69.85
25 Sep 2020,85.51,115.02,63.80,83.92,69.31
28 Sep 2020,86.26,115.34,61.91,87.28,68.98
29 Sep 2020,86.91,115.84,61.88,88.75,68.86
30 Sep 2020,87.14,116.05,62.03,89.11,68.85
1 Oct 2020,88.68,118.65,62.57,90.87,69.41
2 Oct 2020,89.53,119.66,62.86,92.12,69.80
5 Oct 2020,90.12,124.17,63.53,90.49,67.17
6 Oct 2020,89.43,125.14,63.75,87.77,66.77
7 Oct 2020,89.85,125.48,63.51,88.93,66.49
8 Oct 2020,88.67,124.64,62.86,86.90,66.15
9 Oct 2020,86.61,123.39,59.19,85.10,65.59
12 Oct 2020,86.00,121.28,60.67,83.63,66.53
13 Oct 2020,86.13,120.72,60.16,84.85,66.41
14 Oct 2020,84.95,119.30,60.04,82.75,66.34
15 Oct 2020,84.91,119.17,59.75,83.01,66.19
16 Oct 2020,86.01,119.24,63.04,83.40,66.38
19 Oct 2020,84.54,117.40,59.50,83.65,65.60
20 Oct 2020,84.57,117.40,59.51,83.78,65.38
